Duplicate File Name,Folders Found In,,
475662462.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_BMA_papers,
580468518.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Energy_Sciences_papers,SoFAIR_AD_Chemistry_papers
286195293.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_BMA_papers,
542319544.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_BMA_papers,
590214961.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
575504644.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_BioChem_papers,
442652251.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Engineering_papers,
323990431.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
533891873.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Comp_Sci_papers,
534190378.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_BioChem_papers,
386738079.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
351841073.pdf,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
478144619.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
326508023.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
323269702.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
396057848.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
376904295.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
481663145.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
562065857.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
395086161.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_Chemistry_papers
286571502.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,SoFAIR_AD_Chemistry_papers
566468522.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
577748335.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
553743681.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
343622927.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
479934046.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
578095825.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
534679985.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
237701231.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
572224364.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
574227044.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
340489494.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
541721239.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
227506158.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
427520314.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
589942125.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
333605281.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
429953752.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
566850787.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
516391236.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
333876476.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
481110486.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
490851241.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
566520005.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
475651458.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
429844777.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
481194618.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers,
491119481.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,SoFAIR_AD_Chemistry_papers
365574316.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Comp_Sci_papers,
492594216.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
358466133.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers,
459166744.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
343635746.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers,
573839496.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
528165756.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
328801745.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,SoFAIR_AD_Chemistry_papers
288345873.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
491650024.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
481576423.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
534986654.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Chemistry_papers
334949669.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
529687672.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Engineering_papers
390094083.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
475388804.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
534017524.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
388959573.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
326237239.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
491204861.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Comp_Sci_papers,
359471358.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
572525651.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
237676152.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
334814419.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
533171215.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BMA_papers,
328855662.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
388990412.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
489779567.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
475136966.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
382453045.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
548683895.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
326332987.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Energy_Sciences_papers
541929588.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
553762828.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
493127337.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
480168724.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
287606277.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
459226662.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
334597181.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Engineering_papers
288620583.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,SoFAIR_AD_Chemistry_papers
392359588.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
519025458.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
534111401.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
589941447.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
489480207.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
334602052.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
516412655.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
578093355.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
440342731.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
527933083.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
511306797.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
347173529.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
528104367.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
347173313.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers,
553760397.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
481117222.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_BioChem_papers
478813187.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
528104359.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
327068921.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_BioChem_papers
541248951.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
389359652.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
578096004.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
588635782.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers,
459158049.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_Chemistry_papers
426863719.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers,
574337489.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
387853846.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
348659626.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
547397598.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
541253442.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
490660106.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
444063161.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,SoFAIR_AD_Chemistry_papers
589942664.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
578155837.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Energy_Sciences_papers
521091758.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
395445288.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
587762013.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
557039663.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Chemistry_papers
572214095.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
542541767.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Comp_Sci_papers,
534188848.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers,
566470167.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
429405352.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
334764367.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
327172672.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
387217426.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Engineering_papers
521093199.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
345586766.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
323288068.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
541306928.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Chemistry_papers,
520515742.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
553760478.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
337659405.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers,
491486067.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Engineering_papers
559246767.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers,
511310626.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,SoFAIR_AD_Engineering_papers
286026887.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
328832525.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
478752776.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
519357774.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
288396461.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Comp_Sci_papers,
390051836.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
481053005.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Environmental_Science_papers,
478201737.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
429844805.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Comp_Sci_papers,
275553263.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
572844659.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_BioChem_papers
360930977.pdf,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers,
333902291.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Comp_Sci_papers,
343131724.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Engineering_papers,
343942348.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
323058983.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Comp_Sci_papers,
519731793.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
541098785.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
427702643.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Comp_Sci_papers,
572219386.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
362655407.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
524789774.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
599360712.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
326516487.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
533950267.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Engineering_papers,
426749118.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
566885332.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_BioChem_papers,
333571485.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Comp_Sci_papers,
387845707.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Comp_Sci_papers,
481371872.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_BMA_papers,
477993299.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_BioChem_papers,
323990858.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_BMA_papers,
341767968.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
572846869.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_BioChem_papers
322701816.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
323052708.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_BMA_papers,
535116234.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_BioChem_papers,
429680325.pdf,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers,
541671582.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
343985952.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
483377024.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
565361184.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
231806409.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Chemistry_papers,SoFAIR_AD_BioChem_papers
533450706.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
492545565.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
390056955.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
481051963.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
564025297.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
390091614.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
573427642.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
334607169.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
388595236.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
344914233.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
532388796.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Environmental_Science_papers,
427167889.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
390735675.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
305077917.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
491166651.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
481050364.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_BioChem_papers
541103305.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
345431992.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
553167321.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
334545346.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
333643338.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Environmental_Science_papers,
475059789.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
478216353.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
384105765.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
475627587.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers,
333917162.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
484072284.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
548483996.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers,
568043728.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers,
335269071.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
518433319.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers,
561985358.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
553571379.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
587333223.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
328774252.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
599360436.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
390093682.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
534457107.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
477906309.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
327049902.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers
481284541.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
599358384.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
567414354.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
492595299.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
491185936.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
389437884.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BMA_papers,
324070618.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
337890524.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
511997919.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
479012491.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
333572225.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
475625061.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
541259568.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
534257263.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers
599457937.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
593690253.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
426884861.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
326509939.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_BioChem_papers
480166633.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
444057639.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
343747157.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
480763315.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
327084083.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
491356989.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BMA_papers,
343942347.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
333903624.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
478144833.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
549571046.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
373012319.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers
534956613.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Engineering_papers,
366040239.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Environmental_Science_papers,
479166146.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,
518767159.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Chemistry_papers,
231927158.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Environmental_Science_papers,
589955471.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,
387164522.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Comp_Sci_papers,
562249904.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Chemistry_papers,
519377622.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Materials_Science_papers,
555934895.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,
554199305.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Chemistry_papers,
386103422.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Comp_Sci_papers,
479386873.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers
341602355.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
491528297.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Comp_Sci_papers,
391332932.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,
586551678.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Comp_Sci_papers,
511997288.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers
392359575.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
390050025.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
322477237.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
333581579.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Engineering_papers,
